otuID,kingdom,phylum,class
uniq4070,Eukaryota,Arthropoda,Hexanauplia
uniq5131,Eukaryota,Arthropoda,Hexanauplia
uniq7891,Eukaryota,Arthropoda,Hexanauplia
uniq5973,Eukaryota,Arthropoda,Hexanauplia
uniq6447,Eukaryota,Arthropoda,Hexanauplia
uniq8598,Eukaryota,Arthropoda,Hexanauplia
uniq7643,Eukaryota,Arthropoda,Hexanauplia
uniq14630,Eukaryota,Arthropoda,Hexanauplia
uniq15476,Eukaryota,Arthropoda,Hexanauplia
uniq13338,Eukaryota,Arthropoda,Hexanauplia
uniq9581,Eukaryota,Arthropoda,Hexanauplia
uniq19425,Eukaryota,Arthropoda,Hexanauplia
uniq25706,Eukaryota,Arthropoda,Hexanauplia
uniq26529,Eukaryota,Arthropoda,Hexanauplia
uniq30299,Eukaryota,Arthropoda,Hexanauplia
uniq32156,Eukaryota,Arthropoda,Hexanauplia
uniq42454,Eukaryota,Arthropoda,Hexanauplia
uniq47188,Eukaryota,Arthropoda,Hexanauplia
uniq263,Eukaryota,Arthropoda,Hexanauplia
uniq855,Eukaryota,Arthropoda,Hexanauplia
uniq3177,Eukaryota,Arthropoda,Hexanauplia
uniq42278,Eukaryota,Arthropoda,Hexanauplia
uniq3829,Eukaryota,Arthropoda,Hexanauplia
uniq8988,Eukaryota,Arthropoda,Hexanauplia
uniq17411,Eukaryota,Arthropoda,Hexanauplia
uniq1697,Eukaryota,Arthropoda,Hexanauplia
uniq6240,Eukaryota,Arthropoda,Hexanauplia
uniq12495,Eukaryota,Arthropoda,Hexanauplia
uniq16221,Eukaryota,Arthropoda,Hexanauplia
uniq29086,Eukaryota,Arthropoda,Hexanauplia
uniq845,Eukaryota,Arthropoda,Hexanauplia
uniq1309,Eukaryota,Arthropoda,Hexanauplia
uniq15419,Eukaryota,Arthropoda,Hexanauplia
uniq18232,Eukaryota,Arthropoda,Hexanauplia
uniq23025,Eukaryota,Arthropoda,Hexanauplia
uniq8817,Eukaryota,Arthropoda,Hexanauplia
uniq453,Eukaryota,Arthropoda,Hexanauplia
uniq33688,Eukaryota,Arthropoda,Hexanauplia
uniq15891,Eukaryota,Arthropoda,Hexanauplia
uniq1203,Eukaryota,Arthropoda,Hexanauplia
uniq25511,Eukaryota,Arthropoda,Hexanauplia
uniq42817,Eukaryota,Arthropoda,Hexanauplia
uniq46006,Eukaryota,Arthropoda,Hexanauplia
uniq136,Eukaryota,Arthropoda,Hexanauplia
uniq318,Eukaryota,Arthropoda,Hexanauplia
uniq811,Eukaryota,Arthropoda,Hexanauplia
uniq42892,Eukaryota,Arthropoda,Hexanauplia
uniq1613,Eukaryota,Arthropoda,Hexanauplia
uniq10353,Eukaryota,Arthropoda,Hexanauplia
uniq24789,Eukaryota,Arthropoda,Hexanauplia
uniq5028,Eukaryota,Arthropoda,Hexanauplia
uniq13716,Eukaryota,Arthropoda,Hexanauplia
uniq17089,Eukaryota,Arthropoda,Hexanauplia
uniq17248,Eukaryota,Arthropoda,Hexanauplia
uniq28897,Eukaryota,Arthropoda,Hexanauplia
uniq35734,Eukaryota,Arthropoda,Hexanauplia
uniq32322,Eukaryota,Arthropoda,Hexanauplia
uniq5814,Eukaryota,Arthropoda,Hexanauplia
uniq17131,Eukaryota,Arthropoda,Hexanauplia
uniq45598,Eukaryota,Arthropoda,Hexanauplia
uniq4383,Eukaryota,Arthropoda,Hexanauplia
uniq19981,Eukaryota,Arthropoda,Hexanauplia
uniq25831,Eukaryota,Arthropoda,Hexanauplia
uniq27608,Eukaryota,Arthropoda,Hexanauplia
uniq30656,Eukaryota,Arthropoda,Hexanauplia
uniq32131,Eukaryota,Arthropoda,Hexanauplia
uniq32222,Eukaryota,Arthropoda,Hexanauplia
uniq34174,Eukaryota,Arthropoda,Hexanauplia
uniq36643,Eukaryota,Arthropoda,Hexanauplia
uniq37076,Eukaryota,Arthropoda,Hexanauplia
uniq41238,Eukaryota,Arthropoda,Hexanauplia
uniq42746,Eukaryota,Arthropoda,Hexanauplia
uniq49795,Eukaryota,Arthropoda,Hexanauplia
uniq48674,Eukaryota,Arthropoda,Hexanauplia
uniq13856,Eukaryota,Arthropoda,Hexanauplia
uniq48523,Eukaryota,Arthropoda,Hexanauplia
uniq19164,Eukaryota,Arthropoda,Hexanauplia
uniq10081,Eukaryota,Arthropoda,Hexanauplia
uniq25195,Eukaryota,Arthropoda,Hexanauplia
uniq40235,Eukaryota,Arthropoda,Hexanauplia
uniq40929,Eukaryota,Arthropoda,Hexanauplia
uniq41745,Eukaryota,Arthropoda,Hexanauplia
uniq34587,Eukaryota,Arthropoda,Hexanauplia
uniq19448,Eukaryota,Arthropoda,Hexanauplia
uniq26105,Eukaryota,Arthropoda,Hexanauplia
uniq41936,Eukaryota,Arthropoda,Hexanauplia
uniq42257,Eukaryota,Arthropoda,Hexanauplia
uniq52329,Eukaryota,Arthropoda,Hexanauplia
uniq2508,Eukaryota,Arthropoda,Insecta
uniq5220,Eukaryota,Arthropoda,Insecta
uniq23424,Eukaryota,Arthropoda,Insecta
uniq39306,Eukaryota,Arthropoda,Insecta
uniq44580,Eukaryota,Arthropoda,Insecta
uniq50285,Eukaryota,Arthropoda,Insecta
uniq157,Eukaryota,Arthropoda,Insecta
uniq14570,Eukaryota,Arthropoda,Insecta
uniq10300,Eukaryota,Arthropoda,Malacostraca
uniq41618,Eukaryota,Arthropoda,Malacostraca
uniq46288,Eukaryota,Arthropoda,Malacostraca
uniq45163,Eukaryota,Arthropoda,Malacostraca
uniq357,Eukaryota,Arthropoda,Malacostraca
uniq558,Eukaryota,Arthropoda,Malacostraca
uniq1841,Eukaryota,Arthropoda,Malacostraca
uniq1091,Eukaryota,Arthropoda,Malacostraca
uniq1539,Eukaryota,Arthropoda,Malacostraca
uniq1766,Eukaryota,Arthropoda,Malacostraca
uniq1913,Eukaryota,Arthropoda,Malacostraca
uniq2305,Eukaryota,Arthropoda,Malacostraca
uniq2580,Eukaryota,Arthropoda,Malacostraca
uniq3772,Eukaryota,Arthropoda,Malacostraca
uniq3863,Eukaryota,Arthropoda,Malacostraca
uniq4040,Eukaryota,Arthropoda,Malacostraca
uniq4483,Eukaryota,Arthropoda,Malacostraca
uniq8498,Eukaryota,Arthropoda,Malacostraca
uniq5431,Eukaryota,Arthropoda,Malacostraca
uniq5765,Eukaryota,Arthropoda,Malacostraca
uniq16309,Eukaryota,Arthropoda,Malacostraca
uniq10227,Eukaryota,Arthropoda,Malacostraca
uniq9967,Eukaryota,Arthropoda,Malacostraca
uniq13214,Eukaryota,Arthropoda,Malacostraca
uniq29420,Eukaryota,Arthropoda,Malacostraca
uniq19502,Eukaryota,Arthropoda,Malacostraca
uniq19999,Eukaryota,Arthropoda,Malacostraca
uniq20044,Eukaryota,Arthropoda,Malacostraca
uniq20643,Eukaryota,Arthropoda,Malacostraca
uniq23895,Eukaryota,Arthropoda,Malacostraca
uniq25514,Eukaryota,Arthropoda,Malacostraca
uniq44978,Eukaryota,Arthropoda,Malacostraca
uniq28370,Eukaryota,Arthropoda,Malacostraca
uniq31067,Eukaryota,Arthropoda,Malacostraca
uniq31321,Eukaryota,Arthropoda,Malacostraca
uniq35556,Eukaryota,Arthropoda,Malacostraca
uniq35854,Eukaryota,Arthropoda,Malacostraca
uniq36196,Eukaryota,Arthropoda,Malacostraca
uniq36194,Eukaryota,Arthropoda,Malacostraca
uniq37304,Eukaryota,Arthropoda,Malacostraca
uniq38203,Eukaryota,Arthropoda,Malacostraca
uniq39090,Eukaryota,Arthropoda,Malacostraca
uniq39322,Eukaryota,Arthropoda,Malacostraca
uniq39812,Eukaryota,Arthropoda,Malacostraca
uniq41258,Eukaryota,Arthropoda,Malacostraca
uniq42574,Eukaryota,Arthropoda,Malacostraca
uniq42600,Eukaryota,Arthropoda,Malacostraca
uniq43759,Eukaryota,Arthropoda,Malacostraca
uniq45257,Eukaryota,Arthropoda,Malacostraca
uniq45723,Eukaryota,Arthropoda,Malacostraca
uniq47826,Eukaryota,Arthropoda,Malacostraca
uniq48932,Eukaryota,Arthropoda,Malacostraca
uniq49123,Eukaryota,Arthropoda,Malacostraca
uniq50371,Eukaryota,Arthropoda,Malacostraca
uniq51267,Eukaryota,Arthropoda,Malacostraca
uniq1796,Eukaryota,Arthropoda,Malacostraca
uniq5526,Eukaryota,Arthropoda,Malacostraca
uniq35629,Eukaryota,Arthropoda,Malacostraca
uniq1030,Eukaryota,Arthropoda,Malacostraca
uniq253,Eukaryota,Arthropoda,Malacostraca
uniq8964,Eukaryota,Arthropoda,Malacostraca
uniq29569,Eukaryota,Arthropoda,Malacostraca
uniq5140,Eukaryota,Arthropoda,Malacostraca
uniq69,Eukaryota,Arthropoda,Malacostraca
uniq4311,Eukaryota,Arthropoda,Malacostraca
uniq16930,Eukaryota,Arthropoda,Malacostraca
uniq10685,Eukaryota,Arthropoda,Malacostraca
uniq25543,Eukaryota,Arthropoda,Malacostraca
uniq1318,Eukaryota,Arthropoda,Malacostraca
uniq19103,Eukaryota,Arthropoda,Malacostraca
uniq50818,Eukaryota,Arthropoda,Malacostraca
uniq8463,Eukaryota,Arthropoda,Malacostraca
uniq40749,Eukaryota,Arthropoda,Malacostraca
uniq16131,Eukaryota,Arthropoda,Malacostraca
uniq7954,Eukaryota,Arthropoda,Malacostraca
uniq15577,Eukaryota,Arthropoda,Malacostraca
uniq47623,Eukaryota,Arthropoda,Malacostraca
uniq9377,Eukaryota,Arthropoda,Malacostraca
uniq3170,Eukaryota,Arthropoda,Malacostraca
uniq9922,Eukaryota,Arthropoda,Malacostraca
uniq17450,Eukaryota,Arthropoda,Malacostraca
uniq784,Eukaryota,Arthropoda,Malacostraca
uniq542,Eukaryota,Arthropoda,Malacostraca
uniq5070,Eukaryota,Arthropoda,Malacostraca
uniq198,Eukaryota,Arthropoda,Malacostraca
uniq256,Eukaryota,Arthropoda,Malacostraca
uniq581,Eukaryota,Arthropoda,Malacostraca
uniq1125,Eukaryota,Arthropoda,Malacostraca
uniq4454,Eukaryota,Arthropoda,Malacostraca
uniq3907,Eukaryota,Arthropoda,Malacostraca
uniq4249,Eukaryota,Arthropoda,Malacostraca
uniq6297,Eukaryota,Arthropoda,Malacostraca
uniq5239,Eukaryota,Arthropoda,Malacostraca
uniq5837,Eukaryota,Arthropoda,Malacostraca
uniq10692,Eukaryota,Arthropoda,Malacostraca
uniq13559,Eukaryota,Arthropoda,Malacostraca
uniq9829,Eukaryota,Arthropoda,Malacostraca
uniq9255,Eukaryota,Arthropoda,Malacostraca
uniq10333,Eukaryota,Arthropoda,Malacostraca
uniq16512,Eukaryota,Arthropoda,Malacostraca
uniq21842,Eukaryota,Arthropoda,Malacostraca
uniq18056,Eukaryota,Arthropoda,Malacostraca
uniq20222,Eukaryota,Arthropoda,Malacostraca
uniq26551,Eukaryota,Arthropoda,Malacostraca
