uniq,kingdom,phylum,class,order,family,genus,species
uniq10813,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,f:Pyramidellidae_160015,g:Miralda_904400,s:Miralda",,,
uniq23151,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,f:Pyramidellidae_160015,g:Miralda_904400,s:Miralda",,,
uniq38440,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,f:Triphoridae_1273271,g:Triphora_1394503,s:Triphora",,,
uniq19987,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,f:Triphoridae_1273271,g:Viriola_1502595,s:Viriola",,,
uniq16832,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,f:Volvatellidae_158024,g:Ascobulla_158025,s:Ascobulla",,,
uniq5695,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Aplysia_6499,s:Aplysia",,,
uniq13008,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Bursatella_6507,s:Bursatella",,,
uniq20603,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabella_6510,s:Dolabella",,,
uniq31235,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabella_6510,s:Dolabella",,,
uniq43876,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabella_6510,s:Dolabella",,,
uniq8470,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabrifera_114740,s:Dolabrifera",,,
uniq16445,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabrifera_114740,s:Dolabrifera",,,
uniq19151,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabrifera_114740,s:Dolabrifera",,,
uniq25369,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Dolabrifera_114740,s:Dolabrifera",,,
uniq1602,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq8435,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq6888,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq8311,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq14744,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq22976,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq46094,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Aplysiida_6497,f:Aplysiidae_6498,g:Stylocheilus_114760,s:Stylocheilus",,,
uniq23688,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq16680,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq15496,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq31572,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq32565,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq33233,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq33476,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq47834,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq49808,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554",,,
uniq29977,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Biuve_2083238,s:Biuve",,,
uniq21837,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Niparaya_2083252,s:Niparaya",,,
uniq2890,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Philinopsis_259619,s:Philinopsis",,,
uniq19517,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Philinopsis_259619,s:Philinopsis",,,
uniq34358,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Philinopsis_259619,s:Philinopsis",,,
uniq48976,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Aglajidae_195876,g:Tubulophilinopsis_2083260,s:Tubulophilinopsis",,,
uniq22876,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Gastropteridae_259627,g:Siphopteron_413658,s:Siphopteron",,,
uniq43230,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747",,,
uniq8170,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Aliculastrum_1564641,s:Aliculastrum",,,
uniq22311,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Diniatys_1055082,s:Diniatys",,,
uniq41696,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Diniatys_1055082,s:Diniatys",,,
uniq24600,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Haminoea_114748,s:Haminoea",,,
uniq9111,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Haminoeidae",,,
uniq35813,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Haminoeidae",,,
uniq7494,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Lamprohaminoea_2510879,s:Lamprohaminoea",,,
uniq44489,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Lamprohaminoea_2510879,s:Lamprohaminoea",,,
uniq46167,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Lamprohaminoea_2510879,s:Lamprohaminoea",,,
uniq48391,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Lamprohaminoea_2510879,s:Lamprohaminoea",,,
uniq14028,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Haminoeidae_114747,g:Liloa_1564648,s:Liloa",,,
uniq23948,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Mnestiidae_2597113,g:Mnestia_2597114,s:Mnestia",,,
uniq13795,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq19782,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq29616,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq31851,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq34759,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq37850,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq47712,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq48329,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Cephalaspidea_69554,f:Smaragdinellidae_216312,g:Phanerophthalmus_259574,s:Phanerophthalmus",,,
uniq35509,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Lepetellida_2315723,f:Fissurellidae_54986,g:Diodora_54987,s:Diodora",,,
uniq14056,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Lepetellida_2315723,f:Fissurellidae_54986,g:Emarginula_225312,s:Emarginula",,,
uniq52534,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Bursidae_74048,g:Bursa_74049,s:Bursa",,,
uniq16430,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Bursidae_74048,g:Lampasopsis_2801945,s:Lampasopsis",,,
uniq43152,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Bursidae_74048,g:Lampasopsis_2801945,s:Lampasopsis",,,
uniq19111,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Caecidae_761540,g:Caecum_761541,s:Caecum",,,
uniq30973,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Caecidae_761540,g:Caecum_761541,s:Caecum",,,
uniq13240,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Caecidae_761540,s:Caecidae",,,
uniq24312,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cymatiidae_2483521,g:Gutturnium_2483530,s:Gutturnium",,,
uniq2461,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557",,,
uniq5945,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557",,,
uniq7261,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557",,,
uniq9253,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557",,,
uniq1230,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Bistolida_218241,s:Bistolida",,,
uniq21406,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Cypraea_69558,s:Cypraea",,,
uniq610,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq1641,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq3727,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq8729,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq6820,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq17363,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq18143,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq18369,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq20683,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Lyncina_218015,s:Lyncina",,,
uniq2472,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Mauritia_218044,s:Mauritia",,,
uniq2132,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq3229,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq5163,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq18520,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq17267,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq20441,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq27455,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq42517,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq49462,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Monetaria_217784,s:Monetaria",,,
uniq537,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq3232,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq11250,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq11652,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq12037,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq25515,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq38116,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq44012,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Naria_2790493,s:Naria",,,
uniq8720,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Nucleolaria_217800,s:Nucleolaria",,,
uniq26644,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Nucleolaria_217800,s:Nucleolaria",,,
uniq3800,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Purpuradusta_218383,s:Purpuradusta",,,
uniq9963,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Purpuradusta_218383,s:Purpuradusta",,,
uniq13058,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Purpuradusta_218383,s:Purpuradusta",,,
uniq41650,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Staphylaea_217792,s:Staphylaea",,,
uniq15321,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Cypraeidae_69557,g:Talostolida_218336,s:Talostolida",,,
uniq4870,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737",,,
uniq38169,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737",,,
uniq49531,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737",,,
uniq5932,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq8563,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq9765,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq12103,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq34168,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq22466,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq46609,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Hipponicidae_211737,g:Cheilea_211738,s:Cheilea",,,
uniq4265,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Littorinidae_31212,g:Littoraria_45696,s:Littoraria",,,
uniq22361,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Littorinidae_31212,g:Littoraria_45696,s:Littoraria",,,
uniq8946,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830",,,
uniq6466,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830",,,
uniq35099,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830",,,
uniq38079,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830,g:Natica_208832,s:Natica",,,
uniq26884,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830,g:Notocochlis_488667,s:Notocochlis",,,
uniq33351,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830,g:Notocochlis_488667,s:Notocochlis",,,
uniq44903,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830,g:Polinices_219135,s:Polinices",,,
uniq39684,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Naticidae_208830,g:Polinices_219135,s:Polinices",,,
uniq6770,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ovulidae_217754,g:Procalpurnus_305763,s:Procalpurnus",,,
uniq20134,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ovulidae_217754,g:Prosimnia_273635,s:Prosimnia",,,
uniq20798,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ovulidae_217754,g:Prosimnia_273635,s:Prosimnia",,,
uniq33653,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ovulidae_217754,g:Prosimnia_273635,s:Prosimnia",,,
uniq48665,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ovulidae_217754,g:Prosimnia_273635,s:Prosimnia",,,
uniq48495,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Pediculariidae_217741,g:Pedicularia_217742,s:Pedicularia",,,
uniq10917,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Pterotracheidae_413197,g:Firoloida_649074,s:Firoloida",,,
uniq7594,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Ranellidae_69569,s:Cymatiinae",,,
uniq5393,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Rissoinidae_1345663,s:Rissoinidae",,,
uniq5635,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Rissoinidae_1345663,s:Rissoinidae",,,
uniq7527,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Rissoinidae_1345663,s:Rissoinidae",,,
uniq45531,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Rissoinidae_1345663,s:Rissoinidae",,,
uniq20043,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Seraphsidae_2821811,g:Terebellum_2821812,s:Terebellum",,,
uniq2364,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Spirostyliferinidae_2678679,g:Styliferina_2678682,s:Styliferina",,,
uniq4533,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Spirostyliferinidae_2678679,g:Styliferina_2678682,s:Styliferina",,,
uniq2557,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694",,,
uniq14675,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694",,,
uniq38965,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694",,,
uniq42923,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694",,,
uniq48240,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694",,,
uniq29120,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq30604,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq30667,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq32708,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq36557,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq39750,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Canarium_1027457,s:Canarium",,,
uniq3257,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq4539,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq24694,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq10232,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq9969,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq15097,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq13171,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq15943,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq18662,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq23302,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq23631,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq26954,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq30080,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq33816,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq36990,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq39890,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Conomurex_1273205,s:Conomurex",,,
uniq12074,Eukaryota,Mollusca,Gastropoda,"Gastropoda_6448,o:Littorinimorpha_216294,f:Strombidae_69694,g:Doxander_2706829,s:Doxander",,,
